fake_author_ID,ctrl_obs_cat,ctrl_obs_2cat,acadmic_age,first_gender,second_gender,third_gender,mobility_status2,continent,WB_region,un_subregion,continent_new,un_subregion_new,WB_region_new
22232,top5-top10_oxq1,Others,21,Male,Male,Male,International,Asia,South Asia,Southern Asia,Asia,Southern Asia,South Asia
22233,top5-top10_oxq1,Others,19,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22234,top5-top10_oxq1,Others,19,Male,Male,Male,Both,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22235,top5-top10_oxq1,Others,22,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22236,top5-top10_oxq1,Others,22,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22237,top1_oxq1,Talents,18,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22238,top1_oxq1,Talents,20,Male,Male,Male,International,Americas,North America,Northern America,Americas,Northern America,North America
22239,top5-top10_oxq1,Others,19,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22240,top5-top10_oxq1,Others,21,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22241,top1_oxq1,Talents,17,Male,Male,Male,International,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
22242,top1_oxq1,Talents,13,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22243,top1_oxq1,Talents,20,Female,Female,Female,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22244,top5-top10_oxq1,Others,22,Male,Male,Male,Both,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22245,top1_oxq1,Talents,21,Male,Male,Male,International,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
22246,top1_oxq1,Talents,15,Female,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22247,top1_oxq1,Talents,20,Male,Male,Male,International,Americas,North America,Northern America,Americas,Northern America,North America
22248,top1_oxq1,Talents,21,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22249,top5-top10_oxq1,Others,22,Female,Female,Female,International,Americas,North America,Northern America,Americas,Northern America,North America
22250,top1_oxq1,Talents,18,Male,Male,Male,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22251,top1_oxq1,Talents,18,Male,Female,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22252,top1_oxq1,Talents,21,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22253,top5-top10_oxq1,Others,18,Female,Female,Female,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22254,top5-top10_oxq1,Others,19,Male,Male,Male,International,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
22255,top1_oxq1,Talents,19,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22256,top5-top10_oxq1,Others,19,Female,Female,Female,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22257,top1_oxq1,Talents,20,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22258,top5-top10_oxq1,Others,20,Male,Male,Male,International,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22259,top5-top10_oxq1,Others,18,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22260,top1_oxq1,Talents,24,Male,Male,Male,Both,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22261,top1_oxq1,Talents,19,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22262,top5-top10_oxq1,Others,22,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22263,top1_oxq1,Talents,15,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22264,top1_oxq1,Talents,21,Male,Male,Male,Both,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22265,top5-top10_oxq1,Others,22,Male,Unknown,Unknown,International,Americas,North America,Northern America,USA,USA,USA
22266,top1_oxq1,Talents,22,Male,Male,Male,International,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22267,top5-top10_oxq1,Others,19,Male,Male,Male,Both,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22268,top5-top10_oxq1,Others,18,Female,Female,Female,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22269,top1_oxq1,Talents,10,Female,Male,Male,International,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
22270,top1_oxq1,Talents,22,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22271,top1_oxq1,Talents,22,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22272,top5-top10_oxq1,Others,21,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22273,top5-top10_oxq1,Others,20,Female,Female,Female,International,Asia,Europe & Central Asia,Western Asia,Asia,Western Asia,Europe & Central Asia
22274,top1_oxq1,Talents,18,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22275,top1_oxq1,Talents,19,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22276,top1_oxq1,Talents,20,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22277,top1_oxq1,Talents,19,Male,Male,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22278,top5-top10_oxq1,Others,21,Male,Male,Male,Both,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22279,top1_oxq1,Talents,20,Female,Female,Female,Both,Americas,North America,Northern America,USA,USA,USA
22280,top1_oxq1,Talents,13,Male,Male,Male,International,Europe,Europe & Central Asia,Eastern Europe,Europe,Eastern Europe,Europe & Central Asia
22281,top1_oxq1,Talents,21,Male,Male,Male,Both,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22282,top1_oxq1,Talents,21,Male,Male,Male,Both,Africa,Sub-Saharan Africa,Sub-Saharan Africa,ZAF,ZAF,ZAF
22283,top1_oxq1,Talents,20,Female,Female,Female,Both,Americas,North America,Northern America,USA,USA,USA
22284,top1_oxq1,Talents,18,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22285,top1_oxq1,Talents,18,Male,Male,Male,International,Americas,North America,Northern America,Americas,Northern America,North America
22286,top1_oxq1,Talents,18,Male,Male,Male,Both,Americas,North America,Northern America,Americas,Northern America,North America
22287,top1_oxq1,Talents,22,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22288,top5-top10_oxq1,Others,22,Female,Female,Female,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22289,top5-top10_oxq1,Others,20,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22290,top5-top10_oxq1,Others,20,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22291,top1_oxq1,Talents,18,Female,Female,Female,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22292,top1_oxq1,Talents,22,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22293,top1_oxq1,Talents,20,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22294,top1_oxq1,Talents,21,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22295,top1_oxq1,Talents,21,Male,Male,Male,International,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
22296,top1_oxq1,Talents,19,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22297,top5-top10_oxq1,Others,24,Female,Female,Female,Both,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22298,top1_oxq1,Talents,19,Male,Male,Male,International,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22299,top1_oxq1,Talents,21,Male,Male,Male,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22300,top1_oxq1,Talents,22,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22301,top1_oxq1,Talents,21,Female,Female,Female,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22302,top5-top10_oxq1,Others,20,Female,Male,Male,International,Asia,East Asia & Pacific,South-eastern Asia,Asia,South-eastern Asia,East Asia & Pacific
22303,top1_oxq1,Talents,11,Male,Female,Female,International,Americas,North America,Northern America,USA,USA,USA
22304,top5-top10_oxq1,Others,20,Male,Male,Male,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22305,top5-top10_oxq1,Others,20,Female,Female,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22306,top5-top10_oxq1,Others,19,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22307,top1_oxq1,Talents,21,Male,Male,Male,International,Americas,North America,Northern America,Americas,Northern America,North America
22308,top1_oxq1,Talents,21,Male,Male,Male,International,Asia,South Asia,Southern Asia,Asia,Southern Asia,South Asia
22309,top1_oxq1,Talents,18,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22310,top1_oxq1,Talents,20,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22311,top5-top10_oxq1,Others,22,Female,Female,Female,International,Americas,North America,Northern America,USA,USA,USA
22312,top1_oxq1,Talents,21,Male,Male,Male,Both,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22313,top1_oxq1,Talents,20,Male,Male,Male,Both,Asia,Europe & Central Asia,Western Asia,Asia,Western Asia,Europe & Central Asia
22314,top1_oxq1,Talents,22,Male,Male,Male,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22315,top1_oxq1,Talents,20,Male,Male,Male,Both,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22316,top1_oxq1,Talents,16,Male,Male,Male,International,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
22317,top1_oxq1,Talents,21,Male,Male,Male,Both,Americas,North America,Northern America,Americas,Northern America,North America
22318,top5-top10_oxq1,Others,22,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22319,top1_oxq1,Talents,14,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22320,top1_oxq1,Talents,20,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22321,top1_oxq1,Talents,20,Male,Male,Male,Both,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
22322,top1_oxq1,Talents,21,Female,Male,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22323,top5-top10_oxq1,Others,17,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22324,top1_oxq1,Talents,22,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22325,top5-top10_oxq1,Others,22,Male,Male,Male,International,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
22326,top1_oxq1,Talents,19,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22327,top5-top10_oxq1,Others,19,Male,Male,Male,International,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22328,top1_oxq1,Talents,22,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22329,top1_oxq1,Talents,22,Male,Male,Male,International,Americas,North America,Northern America,Americas,Northern America,North America
22330,top1_oxq1,Talents,19,Male,Female,Unknown,Both,Americas,North America,Northern America,USA,USA,USA
22331,top1_oxq1,Talents,22,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22332,top1_oxq1,Talents,18,Male,Male,Male,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22333,top1_oxq1,Talents,18,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22334,top1_oxq1,Talents,19,Female,Female,Female,International,Americas,North America,Northern America,USA,USA,USA
22335,top1_oxq1,Talents,22,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22336,top1_oxq1,Talents,18,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22337,top1_oxq1,Talents,20,Male,Male,Male,Both,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22338,top1_oxq1,Talents,20,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22339,top1_oxq1,Talents,21,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22340,top5-top10_oxq1,Others,18,Female,Male,Male,International,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
22341,top5-top10_oxq1,Others,20,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22342,top5-top10_oxq1,Others,21,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22343,top5-top10_oxq1,Others,21,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22344,top5-top10_oxq1,Others,22,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22345,top1_oxq1,Talents,18,Male,Male,Male,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22346,top5-top10_oxq1,Others,20,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22347,top5-top10_oxq1,Others,21,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22348,top5-top10_oxq1,Others,20,Female,Female,Female,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22349,top5-top10_oxq1,Others,21,Male,Male,Male,International,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22350,top1_oxq1,Talents,22,Female,Female,Female,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22351,top5-top10_oxq1,Others,15,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22352,top5-top10_oxq1,Others,20,Female,Female,Female,International,Americas,North America,Northern America,USA,USA,USA
22353,top5-top10_oxq1,Others,19,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22354,top5-top10_oxq1,Others,20,Female,Female,Female,International,Americas,North America,Northern America,USA,USA,USA
22355,top5-top10_oxq1,Others,20,Female,Female,Female,Both,Asia,South Asia,Southern Asia,Asia,Southern Asia,South Asia
22356,top1_oxq1,Talents,21,Female,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22357,top1_oxq1,Talents,20,Female,Female,Female,Both,Americas,North America,Northern America,USA,USA,USA
22358,top1_oxq1,Talents,18,Male,Male,Male,International,Africa,Sub-Saharan Africa,Sub-Saharan Africa,ZAF,ZAF,ZAF
22359,top1_oxq1,Talents,19,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22360,top1_oxq1,Talents,21,Female,Female,Female,International,Americas,North America,Northern America,USA,USA,USA
22361,top1_oxq1,Talents,20,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22362,top1_oxq1,Talents,20,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22363,top1_oxq1,Talents,14,Female,Female,Female,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22364,top5-top10_oxq1,Others,21,Female,Female,Female,International,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
22365,top5-top10_oxq1,Others,15,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22366,top1_oxq1,Talents,21,Male,Female,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22367,top5-top10_oxq1,Others,20,Male,Male,Male,International,Americas,Latin America & Caribbean,Latin America and the Caribbean,BRA,BRA,BRA
22368,top1_oxq1,Talents,11,Male,Male,Male,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
22369,top1_oxq1,Talents,16,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22370,top1_oxq1,Talents,22,Female,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22371,top1_oxq1,Talents,21,Male,Male,Male,Both,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22372,top1_oxq1,Talents,20,Female,Male,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22373,top1_oxq1,Talents,22,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22374,top5-top10_oxq1,Others,21,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22375,top5-top10_oxq1,Others,22,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22376,top5-top10_oxq1,Others,21,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22377,top5-top10_oxq1,Others,16,Male,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22378,top5-top10_oxq1,Others,19,Female,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22379,top5-top10_oxq1,Others,14,Male,Unknown,Unknown,International,Americas,North America,Northern America,USA,USA,USA
22380,top5-top10_oxq1,Others,21,Female,Female,Female,International,Americas,North America,Northern America,Americas,Northern America,North America
22381,top1_oxq1,Talents,19,Female,Female,Female,International,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22382,top5-top10_oxq1,Others,18,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22383,top5-top10_oxq1,Others,17,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22384,top5-top10_oxq1,Others,22,Female,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22385,top1_oxq1,Talents,14,Male,Male,Male,Non mobile,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22386,top5-top10_oxq1,Others,12,Female,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22387,top1_oxq1,Talents,18,Female,Female,Female,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22388,top1_oxq1,Talents,13,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22389,top1_oxq1,Talents,18,Male,Male,Male,Both,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22390,top1_oxq1,Talents,19,Female,Female,Female,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22391,top1_oxq1,Talents,19,Female,Male,Male,Non mobile,Americas,North America,Northern America,Americas,Northern America,North America
22392,top1_oxq1,Talents,22,Male,Male,Male,Non mobile,Americas,North America,Northern America,USA,USA,USA
22393,top1_oxq1,Talents,20,Female,Female,Unknown,International,Americas,North America,Northern America,USA,USA,USA
22394,top5-top10_oxq1,Others,20,Female,Female,Female,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22395,top5-top10_oxq1,Others,18,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22396,top5-top10_oxq1,Others,21,Male,Male,Male,International,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
22397,top5-top10_oxq1,Others,20,Female,Female,Female,International,Americas,Latin America & Caribbean,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Latin America & Caribbean
22398,top5-top10_oxq1,Others,21,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22399,top1_oxq1,Talents,18,Female,Male,Male,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22400,top5-top10_oxq1,Others,21,Female,Female,Female,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22401,top1_oxq1,Talents,20,Female,Male,Unknown,International,Americas,North America,Northern America,USA,USA,USA
22402,top5-top10_oxq1,Others,22,Female,Male,Unknown,Both,Americas,North America,Northern America,USA,USA,USA
22403,top1_oxq1,Talents,22,Female,Female,Female,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22404,top1_oxq1,Talents,19,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22405,top5-top10_oxq1,Others,21,Male,Male,Male,International,Americas,North America,Northern America,Americas,Northern America,North America
22406,top5-top10_oxq1,Others,21,Male,Male,Unknown,International,Americas,North America,Northern America,USA,USA,USA
22407,top1_oxq1,Talents,16,Male,Male,Male,Non mobile,Asia,East Asia & Pacific,South-eastern Asia,Asia,South-eastern Asia,East Asia & Pacific
22408,top1_oxq1,Talents,22,Male,Male,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22409,top5-top10_oxq1,Others,22,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22410,top5-top10_oxq1,Others,18,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22411,top5-top10_oxq1,Others,19,Male,Unknown,Unknown,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22412,top1_oxq1,Talents,21,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22413,top5-top10_oxq1,Others,18,Male,Male,Male,International,Americas,North America,Northern America,Americas,Northern America,North America
22414,top1_oxq1,Talents,15,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22415,top5-top10_oxq1,Others,21,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22416,top1_oxq1,Talents,11,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22417,top1_oxq1,Talents,24,Male,Male,Male,Both,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22418,top1_oxq1,Talents,17,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22419,top1_oxq1,Talents,21,Male,Male,Male,International,Africa,Sub-Saharan Africa,Sub-Saharan Africa,ZAF,ZAF,ZAF
22420,top1_oxq1,Talents,21,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22421,top5-top10_oxq1,Others,22,Female,Female,Female,International,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22422,top1_oxq1,Talents,20,Male,Male,Male,Both,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22423,top5-top10_oxq1,Others,20,Female,Female,Unknown,International,Americas,North America,Northern America,Americas,Northern America,North America
22424,top5-top10_oxq1,Others,21,Female,Female,Female,Both,Americas,North America,Northern America,USA,USA,USA
22425,top1_oxq1,Talents,21,Male,Unknown,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22426,top1_oxq1,Talents,24,Male,Female,Female,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22427,top1_oxq1,Talents,20,Male,Female,Female,International,Americas,North America,Northern America,Americas,Northern America,North America
22428,top1_oxq1,Talents,18,Female,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22429,top1_oxq1,Talents,19,Male,Male,Male,Both,Americas,North America,Northern America,USA,USA,USA
22430,top1_oxq1,Talents,19,Male,Male,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22431,top1_oxq1,Talents,21,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22432,top5-top10_oxq1,Others,20,Female,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22433,top1_oxq1,Talents,13,Female,Female,Female,Internal,Americas,North America,Northern America,USA,USA,USA
22434,top5-top10_oxq1,Others,18,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22435,top5-top10_oxq1,Others,18,Male,Female,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,CHN,CHN,CHN
22436,top5-top10_oxq1,Others,22,Female,Female,Female,Both,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22437,top5-top10_oxq1,Others,20,Female,Female,Female,International,Europe,Europe & Central Asia,Southern Europe,Europe,Southern Europe,Europe & Central Asia
22438,top1_oxq1,Talents,15,Female,Female,Female,International,Americas,North America,Northern America,USA,USA,USA
22439,top5-top10_oxq1,Others,22,Female,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22440,top5-top10_oxq1,Others,20,Female,Female,Female,Both,Americas,North America,Northern America,USA,USA,USA
22441,top5-top10_oxq1,Others,18,Male,Male,Male,Both,Asia,Middle East & North Africa,Southern Asia,Asia,Southern Asia,Middle East & North Africa
22442,top1_oxq1,Talents,20,Female,Female,Unknown,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
22443,top1_oxq1,Talents,18,Female,Male,Male,Both,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22444,top1_oxq1,Talents,18,Male,Male,Male,International,Oceania,East Asia & Pacific,Australia and New Zealand,Oceania,Australia and New Zealand,East Asia & Pacific
22445,top5-top10_oxq1,Others,18,Male,Male,Male,Both,Europe,Europe & Central Asia,Northern Europe,Europe,Northern Europe,Europe & Central Asia
22446,top1_oxq1,Talents,19,Male,Male,Male,Both,Europe,Europe & Central Asia,Western Europe,Europe,Western Europe,Europe & Central Asia
22447,top1_oxq1,Talents,18,Female,Female,Female,International,Americas,North America,Northern America,Americas,Northern America,North America
22448,top1_oxq1,Talents,21,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22449,top5-top10_oxq1,Others,12,Male,Male,Male,International,Americas,North America,Northern America,USA,USA,USA
22450,top1_oxq1,Talents,18,Male,Male,Male,International,Asia,East Asia & Pacific,Eastern Asia,Asia,Eastern Asia,East Asia & Pacific
