x,predicted,response.level,group,facet
Talents,0.5431316685171198,Non mobile,Unknown,Northern Africa
Talents,0.600949437617835,Non mobile,Unknown,Northern America
Talents,0.7685747259894817,Non mobile,Unknown,Northern Europe
Talents,0.8437852918882898,Non mobile,Unknown,South-eastern Asia
Talents,0.6415631012764488,Non mobile,Unknown,Southern Asia
Talents,0.8017523895169058,Non mobile,Unknown,Southern Europe
Talents,0.4664966380942747,Non mobile,Unknown,USA
Talents,0.6705056864925869,Non mobile,Unknown,Western Asia
Talents,0.645079098498992,Non mobile,Unknown,Western Europe
Talents,0.9999994559124616,Non mobile,Unknown,ZAF
Talents,6.799055270452739e-8,Both,Unknown,Sub-Saharan Africa
Talents,9.083476863062667e-10,Both,Unknown,Australia and New Zealand
Talents,1.7444075243989056e-14,Both,Unknown,BRA
Talents,3.0098636444104106e-8,Both,Unknown,Central Asia
Talents,0.017133186033560465,Both,Unknown,CHN
Talents,0.023522209625249653,Both,Unknown,Eastern Asia
Talents,2.829896843819305e-11,Both,Unknown,Eastern Europe
Talents,0.16252356611505325,Both,Unknown,Latin America and the Caribbean
Talents,2.789165510315829e-8,Both,Unknown,Melanesia
Talents,9.567614911850326e-11,Both,Unknown,Northern Africa
Talents,0.057430223889449496,Both,Unknown,Northern America
Talents,0.03744315838943422,Both,Unknown,Northern Europe
Talents,4.7204283114478544e-7,Both,Unknown,South-eastern Asia
Talents,3.255387546285262e-8,Both,Unknown,Southern Asia
Talents,8.482809399559578e-11,Both,Unknown,Southern Europe
Talents,0.02137743532314738,Both,Unknown,USA
Talents,0.0474561429110461,Both,Unknown,Western Asia
Talents,1.0275481736010414e-12,Both,Unknown,Western Europe
Talents,2.1910526637172553e-7,Both,Unknown,ZAF
Talents,0.004525305820470757,Internal,Unknown,Sub-Saharan Africa
Talents,0.3670269627344159,Internal,Unknown,Australia and New Zealand
Talents,0.07193449661371816,Internal,Unknown,BRA
Talents,9.725664538855907e-7,Internal,Unknown,Central Asia
Talents,0.21484699953049566,Internal,Unknown,CHN
Talents,0.2324259101844773,Internal,Unknown,Eastern Asia
Talents,0.055251595760956264,Internal,Unknown,Eastern Europe
Talents,0.18411643642184944,Internal,Unknown,Latin America and the Caribbean
Talents,0.002031903419301975,Internal,Unknown,Melanesia
Talents,0.4568682459374343,Internal,Unknown,Northern Africa
Talents,0.28541142092174726,Internal,Unknown,Northern America
Talents,0.14184780445407372,Internal,Unknown,Northern Europe
Talents,0.05102799066275856,Internal,Unknown,South-eastern Asia
Talents,0.2491465612160277,Internal,Unknown,Southern Asia
Talents,0.1814315842296267,Internal,Unknown,Southern Europe
Talents,0.48939959881886025,Internal,Unknown,USA
Talents,0.28203811130806,Internal,Unknown,Western Asia
Talents,0.3338975819275955,Internal,Unknown,Western Europe
Talents,7.757156783008829e-12,Internal,Unknown,ZAF
Talents,2.5875108432785534e-4,International,Unknown,Sub-Saharan Africa
Talents,0.07339947727669019,International,Unknown,Australia and New Zealand
Talents,0.07379957629787999,International,Unknown,BRA
Talents,2.437800330222053e-6,International,Unknown,Central Asia
Talents,0.03309101313140864,International,Unknown,CHN
Talents,0.057986774478559044,International,Unknown,Eastern Asia
Talents,1.0770389698205666e-7,International,Unknown,Eastern Europe
Talents,0.19517857096056335,International,Unknown,Latin America and the Caribbean
Talents,0.11085517980219034,International,Unknown,Melanesia
Talents,8.544976982892208e-8,International,Unknown,Northern Africa
Talents,0.05620891757096827,International,Unknown,Northern America
Talents,0.05213431116701026,International,Unknown,Northern Europe
Talents,0.10518624540612047,International,Unknown,South-eastern Asia
Talents,0.10929030495364794,International,Unknown,Southern Asia
Talents,0.01681602616863932,International,Unknown,Southern Europe
Talents,0.022726327763717667,International,Unknown,USA
Talents,5.9288306883264774e-8,International,Unknown,Western Asia
Talents,0.021023319572384864,International,Unknown,Western Europe
Talents,3.2497451471731556e-7,International,Unknown,ZAF
